target: mars|target x|target y|target z|time
324|42625077.41696067|-191121788.86979255|-88786924.80494605|5755394.631639063
325|43069038.65984176|-191003332.84621188|-88744593.28470549|5773158.195316961
326|43512809.68140644|-190884045.10611433|-88701875.14333348|5790921.75899486
327|43956388.45393543|-190763925.7866951|-88658770.38894609|5808685.322672758
328|44399772.94884014|-190642975.0296308|-88615279.03169142|5826448.886350656
329|44842961.136677004|-190521192.98108578|-88571401.08375283|5844212.450028555
330|45285950.987160265|-190398579.7917187|-88527136.55935243|5861976.013706453
331|45728740.46917475|-190275135.61668938|-88482485.47475445|5879739.577384352
332|46171327.55079034|-190150860.61566496|-88437447.8482685|5897503.141062249
333|46613710.1992749|-190025754.95282647|-88392023.70025289|5915266.704740148
334|47055886.38110712|-189899818.79687554|-88346213.05311815|5933030.268418047
335|47497854.06199144|-189773052.3210403|-88300015.93133003|5950793.832095944
336|47939611.20687002|-189645455.70308223|-88253432.36141302|5968557.395773843
337|48381155.77993773|-189517029.1253021|-88206462.3719535|5986320.959451742
338|48822485.74465505|-189387772.77454656|-88159105.99360304|6004084.52312964
339|49263599.06376213|-189257686.84221417|-88111363.2590816|6021848.086807538
340|49704493.69929178|-189126771.52426183|-88063234.20318086|6039611.650485436
341|50145167.61258441|-188995027.0212108|-88014718.86276726|6057375.214163335
342|50585618.764301285|-188862453.53815278|-87965817.2767853|6075138.777841233
343|51025845.11443785|-188729051.28475642|-87916529.48626077|6092902.341519131
344|51465844.622338764|-188594820.47527286|-87866855.53430374|6110665.90519703
345|51905615.24671133|-188459761.32854202|-87816795.46611184|6128429.468874929
346|52345154.94563891|-188323874.0679988|-87766349.32897337|6146193.032552826
347|52784461.67659618|-188187158.92167857|-87715517.17227036|6163956.596230725
348|53223533.396462545|-188049616.12222338|-87664299.04748166|6181720.159908623
349|53662368.06153583|-187911245.90688795|-87612695.00818612|6199483.723586521
350|54100963.62754752|-187772048.5175452|-87560705.11006555|6217247.28726442
351|54539318.049676284|-187632024.20069224|-87508329.41090779|6235010.850942318
352|54977429.28256259|-187491173.20745605|-87455567.97060971|6252774.414620217
353|55415295.28032231|-187349495.79359937|-87402420.85118033|6270537.978298115
354|55852913.99656235|-187206992.21952605|-87348888.11674365|6288301.541976013
355|56290283.38439357|-187063662.75028715|-87294969.8335418|6306065.105653912
356|56727401.396446556|-186919507.65558606|-87240666.06993781|6323828.6693318095
357|57164265.9848855|-186774527.20978427|-87185976.89641868|6341592.233009708
358|57600875.10142222|-186628721.6919071|-87130902.38559832|6359355.796687607
359|58037226.69733182|-186482091.3856488|-87075442.61222035|6377119.360365505
360|58473318.72346676|-186334636.57937807|-87019597.653161|6394882.924043403
361|58909149.13027094|-186186357.56614387|-86963367.58743215|6412646.487721302
362|59344715.867795534|-186037254.64368007|-86906752.49618393|6430410.0513992
363|59780016.88571295|-185887328.1144113|-86849752.46270773|6448173.615077098
364|60215050.133332014|-185736578.28545797|-86792367.57243888|6465937.1787549965
365|60649813.55961205|-185585005.4686417|-86734597.91295967|6483700.742432895
366|61084305.113179035|-185432609.98049012|-86676443.57400182|6501464.306110794
367|61518522.742339015|-185279392.14224255|-86617904.64744951|6519227.869788691
368|61952464.39509435|-185125352.27985454|-86558981.22734194|6536991.43346659
369|62386128.01915797|-184970490.72400326|-86499673.40987614|6554754.997144489
370|62819511.56196876|-184814807.81009233|-86439981.29340962|6572518.560822386
371|63252612.970705904|-184658303.8782571|-86379904.97846313|6590282.124500285
372|63685430.1923051|-184500979.27336907|-86319444.56772326|6608045.6881781835
373|64117961.17347312|-184342834.34504107|-86258600.16604502|6625809.251856082
374|64550203.86070252|-184183869.44763225|-86197371.88045467|6643572.81553398
375|64982156.20028789|-184024084.94025236|-86135759.82015209|6661336.379211878
376|65413816.13834062|-183863481.18676695|-86073764.0965135|6679099.942889777
